note	0.0755208	0.127604	77	127
note	0.208333	0.127604	73	127
note	0.341146	0.127604	68	127
note	0.47526	0.127604	73	127
note	0.0755208	0.528646	49	127
note	0.608073	0.127604	77	127
note	0.740885	0.127604	73	127
note	0.608073	0.261719	61	127
note	0.873698	0.127604	78	127
note	1.00781	0.127604	73	127
note	1.14062	0.127604	78	127
note	1.27344	0.127604	73	127
note	0.873698	0.528646	51	127
note	1.40625	0.127604	78	127
note	1.53906	0.127604	73	127
note	1.40625	0.261719	61	127
note	1.67318	0.127604	80	127
note	1.80599	0.127604	73	127
note	1.9401	0.127604	80	127
note	2.07161	0.127604	73	127
note	1.67318	0.528646	53	127
note	2.20573	0.127604	80	127
note	2.33854	0.127604	73	127
note	2.20573	0.261719	61	127
note	2.47135	0.127604	82	127
note	2.60417	0.127604	73	127
note	2.73568	0.127604	82	127
note	2.86979	0.127604	73	127
note	2.47135	0.528646	54	127
note	3.0026	0.127604	82	127
note	3.13672	0.127604	73	127
note	3.0026	0.261719	61	127
note	3.26823	0.127604	80	127
note	3.40234	0.127604	73	127
note	3.53516	0.127604	80	127
note	3.66797	0.127604	73	127
note	3.26823	0.528646	53	127
note	3.80208	0.127604	80	127
note	3.93359	0.127604	73	127
note	3.80208	0.261719	61	127
note	4.06771	0.127604	78	127
note	4.20052	0.127604	77	127
note	4.33464	0.127604	75	127
note	4.46745	0.127604	77	127
note	4.06771	0.528646	51	127
note	4.59896	0.127604	78	127
note	4.73307	0.127604	75	127
note	4.59896	0.261719	60	127
note	4.86589	0.127604	77	127
note	5	0.127604	75	127
note	5.13151	0.127604	73	127
note	5.26562	0.127604	75	127
note	4.86589	0.528646	49	127
note	5.39844	0.127604	77	127
note	5.53255	0.127604	73	127
note	5.66406	0.127604	75	127
note	5.79557	0.127604	77	127
note	5.39844	0.528646	61	127
note	5.92969	0.127604	75	127
note	5.92969	0.127604	60	127
note	6.0625	0.127604	73	127
note	6.0625	0.127604	58	127
note	6.19661	0.127604	72	127
note	6.19661	0.127604	56	127
note	6.32943	0.127604	70	127
note	6.32943	0.127604	58	127
note	6.46224	0.127604	60	127
note	6.59505	0.127604	56	127
note	6.72917	0.127604	51	127
note	6.86198	0.127604	56	127
note	6.46224	0.528646	68	127
note	6.99479	0.127604	60	127
note	6.99479	0.164062	80	127
note	7.1276	0.127604	56	127
note	7.26042	0.127604	61	127
note	7.39453	0.127604	56	127
note	7.52734	0.127604	61	127
note	7.66016	0.127604	56	127
note	7.26042	0.528646	70	127
note	7.79297	0.127604	61	127
note	7.79297	0.164062	80	127
note	7.92578	0.127604	56	127
note	8.0599	0.127604	63	127
note	8.19271	0.127604	56	127
note	8.32552	0.127604	63	127
note	8.45833	0.127604	56	127
note	8.0599	0.528646	72	127
note	8.59245	0.127604	63	127
note	8.59245	0.164062	80	127
note	8.72396	0.127604	56	127
note	8.85807	0.127604	65	127
note	8.98958	0.127604	56	127
note	9.1224	0.127604	65	127
note	9.25651	0.127604	56	127
note	8.85807	0.528646	73	127
note	9.38932	0.127604	65	127
note	9.38932	0.164062	80	127
note	9.52214	0.127604	56	127
note	9.65495	0.127604	63	127
note	9.78906	0.127604	56	127
note	9.92188	0.127604	63	127
note	10.056	0.127604	56	127
note	9.65495	0.528646	72	127
note	10.1875	0.127604	63	127
note	10.1875	0.164062	80	127
note	10.3203	0.127604	56	127
note	10.4544	0.127604	61	127
note	10.5872	0.127604	60	127
note	10.7214	0.127604	58	127
note	10.8529	0.127604	60	127
note	10.4544	0.528646	70	127
note	10.987	0.127604	61	127
note	10.987	0.164062	79	127
note	11.1198	0.127604	58	127
note	11.2526	0.127604	60	127
note	11.3867	0.127604	58	127
note	11.5182	0.127604	56	127
note	11.6523	0.127604	58	127
note	11.2526	0.528646	68	127
note	11.7839	0.127604	60	127
note	11.918	0.127604	56	127
note	12.0495	0.127604	58	127
note	12.1836	0.127604	59	127
note	11.7839	0.528646	80	127
note	12.3164	0.127604	78	127
note	12.3164	0.127604	58	127
note	12.4492	0.127604	77	127
note	12.4492	0.127604	56	127
note	12.5833	0.127604	75	127
note	12.5833	0.127604	54	127
note	12.7148	0.127604	77	127
note	12.7148	0.127604	53	127
note	12.849	0.127604	78	127
