note	0.0001	0.0368421	51	127
note	0.0236842	0.0447368	54	127
note	0.0263157	0.0894735	60	127
note	0.0289473	0.0947367	58	78
note	0.0289473	0.0973683	64	106
note	0.0526315	0.0763157	35	127
note	0.0236842	0.105263	70	112
note	0.036842	0.0973683	66	102
note	0.0394736	0.107895	42	118
note	0.0842104	0.0657894	62	89
note	0.036842	0.118421	52	118
note	-1	1.18421	54	-1
note	0.157894	0.036842	51	97
note	0.202631	0.0236842	64	106
note	0.205263	0.0263157	66	100
note	0.018421	0.221052	30	127
note	0.2	0.0631578	60	122
note	0.210526	0.0763157	62	89
note	0.263157	0.0684209	58	97
note	-1	1.33684	66	-1
note	0.189473	0.157895	35	114
note	0.197368	0.186842	42	94
note	-1	1.4	66	-1
note	0.207894	0.192105	70	114
note	-1	1.40526	60	-1
note	-1	1.40789	64	-1
note	0.194737	0.215789	52	89
note	0.357894	0.0657894	54	97
note	0.323684	0.163158	67	91
note	0.423684	0.0736841	58	95
note	0.473683	0.0368421	51	96
note	0.471052	0.0631578	62	114
note	0.476315	0.0815788	54	127
note	0.486841	0.0763157	60	122
note	0.528947	0.0394736	66	95
note	0.499999	0.0684209	64	106
note	0.489473	0.0789472	70	98
note	0.505262	0.0815788	42	92
note	0.497368	0.0921051	52	94
note	0.571052	0.018421	66	127
note	0.523683	0.0736841	35	125
note	0.631578	0.036842	51	127
note	0.628946	0.0499999	64	114
note	0.649999	0.0499999	58	54
note	0.655262	0.0842104	66	127
note	0.626315	0.155263	42	64
note	0.63421	0.157894	52	85
note	0.721052	0.0815788	54	77
note	0.597368	0.207894	76	127
note	-1	1.80789	66	-1
note	0.523683	0.28421	30	127
note	-1	1.82105	66	-1
note	0.628946	0.194737	60	127
note	-1	1.8421	64	-1
note	0.628946	0.218421	70	114
note	0.665788	0.189473	35	125
note	0.794736	0.0947367	58	89
note	0.789473	0.13421	72	127
note	0.86842	0.0763157	54	127
note	0.799999	0.152631	67	97
note	0.857893	0.0999999	62	125
note	0.947367	0.036842	51	92
note	0.947367	0.0736841	60	127
note	0.949999	0.0736841	66	78
note	0.949999	0.0736841	70	106
note	0.960525	0.0631578	64	89
note	0.955262	0.0736841	42	103
note	0.949999	0.0973683	52	92
note	0.965788	0.0921051	35	125
note	1.10789	0.00263157	70	127
note	1.03947	0.0736841	58	97
note	1.10526	0.036842	51	127
note	1.10789	0.0421052	60	127
note	1.10789	0.0842104	64	109
note	1.13684	0.0789472	54	77
note	1.10263	0.142105	52	100
note	1.10263	0.142105	42	95
note	-1	2.25789	70	-1
note	-1	2.27895	60	-1
note	1.13947	0.139473	66	127
note	1.12631	0.152631	74	127
note	-1	2.28947	64	-1
note	-1	2.2921	66	-1
note	1.19737	0.0999999	58	106
note	1.14474	0.192105	35	127
note	1.27368	0.0921051	62	122
note	1.07368	0.318421	30	127
note	1.32895	0.0789472	66	106
note	1.26316	0.147368	72	127
note	1.26842	0.155263	67	97
note	1.38684	0.0605262	54	127
note	1.42105	0.036842	51	80
note	1.40789	0.0499999	62	53
note	1.45526	0.0315789	70	77
note	1.41316	0.0789473	60	127
note	1.45	0.0421052	64	97
note	1.40526	0.0921051	52	97
note	1.41579	0.0842104	66	89
note	1.40789	0.0973683	42	92
note	1.44473	0.0789473	58	89
note	1.45263	0.0815788	35	125
note	-1	2.55	70	-1
note	1.45	0.107895	86	97
note	1.57895	0.036842	51	127
note	1.57631	0.0473683	89	77
note	1.5421	0.086842	54	61
note	1.59737	0.0578946	66	127
note	1.55789	0.102631	64	109
note	1.60789	0.0999998	58	95
note	1.51579	0.202631	88	83
note	1.56052	0.178947	70	127
note	1.55789	0.181579	72	127
note	1.56052	0.192105	42	84
note	1.58158	0.171052	90	127
note	1.56316	0.192105	52	102
note	1.68158	0.0789473	62	114
note	1.55526	0.207894	60	127
note	1.75	0.0157894	66	89
note	-1	2.76579	66	-1
note	-1	2.77368	64	-1
note	1.60526	0.202631	35	125
note	-1	2.83158	66	-1
note	1.76842	0.115789	78	77
note	1.87368	0.0210526	70	100
note	1.75	0.147368	67	106
note	1.57368	0.323684	30	127
note	1.82105	0.0789473	62	89
note	1.89473	0.036842	51	76
note	1.85526	0.0815788	58	89
note	1.87368	0.0684209	54	127
note	1.87368	0.0973683	60	122
